id,carat,cut,color,clarity,depth,table,x,y,z
8333,0.71,Ideal,F,SI1,61.6,56.0,5.71,5.75,3.53
8334,1.06,Premium,H,VS1,62.1,60.0,6.52,6.5,4.04
8335,1.5,Premium,F,SI2,63.0,59.0,7.24,7.2,4.55
8336,0.41,Premium,F,VVS1,61.3,59.0,4.73,4.79,2.92
8337,1.22,Premium,H,SI2,61.3,60.0,6.87,6.81,4.19
8338,1.0,Fair,G,SI1,68.9,56.0,6.16,6.11,4.23
8339,0.74,Premium,G,VS1,61.7,58.0,5.79,5.81,3.58
8340,0.77,Very Good,D,VS2,63.0,58.0,5.81,5.85,3.67
8341,0.36,Ideal,F,SI1,61.6,56.0,4.62,4.57,2.83
8342,0.5,Very Good,F,VVS2,60.4,61.0,5.12,5.14,3.1
8343,0.73,Ideal,E,VS1,62.3,56.0,5.8,5.75,3.6
8344,0.7,Premium,F,SI1,62.6,55.0,5.65,4.5,3.0
8345,0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81
8346,0.77,Ideal,F,VS1,62.1,57.0,5.88,5.84,3.64
8347,0.72,Ideal,E,SI1,60.8,57.0,5.77,5.8,3.52
8348,1.75,Ideal,G,VS2,61.5,57.0,7.76,7.72,4.76
8349,1.01,Ideal,G,SI1,62.9,56.0,6.39,6.43,4.03
8350,0.31,Ideal,E,VVS2,61.1,56.0,4.38,4.39,2.68
8351,0.72,Premium,F,SI2,61.1,59.0,5.83,5.79,3.55
8352,1.06,Premium,H,VS2,60.8,59.0,6.55,6.58,3.99
8353,0.31,Ideal,H,IF,61.3,56.0,4.37,4.41,2.69
8354,0.51,Ideal,E,SI1,61.7,55.0,5.17,5.13,3.18
8355,3.01,Premium,J,SI2,60.7,59.0,9.35,9.22,5.64
8356,0.33,Ideal,E,VS2,60.3,57.0,4.51,4.54,2.73
8357,1.09,Very Good,I,SI1,61.4,58.0,6.61,6.69,4.08
8358,2.03,Premium,J,SI2,62.7,59.0,8.02,8.08,5.05
8359,0.3,Ideal,E,VS2,62.3,56.0,4.27,4.3,2.67
8360,0.74,Very Good,E,SI2,63.1,57.0,5.8,5.76,3.65
8361,0.31,Premium,F,IF,61.5,58.0,4.35,4.33,2.67
8362,0.43,Ideal,H,SI1,62.5,57.0,4.84,4.79,3.01
8363,1.7,Ideal,H,VS1,61.5,55.0,7.69,7.73,4.74
8364,1.02,Good,F,SI1,63.2,59.0,6.35,6.38,4.02
8365,0.41,Very Good,E,SI2,61.3,57.0,4.79,4.83,2.95
8366,1.27,Ideal,G,VVS1,61.7,56.0,7.03,6.9,4.3
8367,1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2
8368,0.4,Ideal,H,VS1,62.7,59.0,4.74,4.7,2.96
8369,1.3,Premium,G,VS2,60.9,60.0,6.99,7.04,4.27
8370,1.02,Ideal,G,SI1,62.1,55.0,6.46,6.49,4.02
8371,0.52,Premium,G,VS1,62.4,59.0,5.16,5.13,3.21
8372,1.73,Very Good,H,VS2,61.7,56.0,7.64,7.7,4.73
8373,0.7,Premium,F,SI1,61.9,59.0,5.69,5.71,3.53
8374,1.21,Premium,E,SI1,62.6,58.0,6.79,6.82,4.26
8375,0.51,Very Good,H,VS2,60.8,58.0,5.12,5.17,3.13
8376,1.25,Good,I,SI2,60.5,64.0,6.91,6.82,4.15
8377,0.32,Premium,G,VS2,61.5,58.0,4.35,4.4,2.69
8378,1.54,Very Good,F,VS1,63.3,58.0,7.34,7.3,4.63
8379,0.71,Ideal,F,VVS1,62.0,56.0,5.72,5.77,3.56
8380,1.01,Very Good,D,SI2,62.0,57.0,6.41,6.46,3.99
8381,2.02,Ideal,I,SI1,62.2,57.0,8.1,8.04,5.02
8382,0.56,Very Good,F,VVS1,61.7,56.0,5.26,5.3,3.26
8383,0.7,Ideal,G,VS2,61.6,56.0,5.7,5.67,3.5
8384,0.3,Ideal,E,VVS1,61.8,56.0,4.31,4.3,2.66
8385,1.6,Ideal,H,VS1,61.4,57.0,7.53,7.59,4.64
8386,0.42,Good,D,SI1,63.3,58.0,4.73,4.75,3.0
8387,0.59,Very Good,F,VS2,61.6,56.0,5.39,5.41,3.33
8388,0.34,Premium,H,VS2,61.1,58.0,4.5,4.47,2.74
8389,0.78,Good,E,SI1,57.9,62.0,6.06,6.03,3.5
8390,0.38,Ideal,D,VS2,60.8,57.0,4.66,4.68,2.84
8391,0.85,Ideal,G,SI1,61.6,55.0,6.09,6.11,3.76
8392,0.7,Premium,F,VS2,60.6,58.0,5.8,5.72,3.49
8393,0.32,Premium,H,VVS2,61.0,58.0,4.44,4.41,2.7
8394,2.15,Ideal,I,SI2,61.7,55.0,8.24,8.43,5.14
8395,0.32,Premium,H,VS2,61.4,60.0,4.41,4.39,2.7
8396,2.4,Ideal,J,SI1,60.6,57.0,8.62,8.76,5.26
8397,1.27,Ideal,F,VVS2,61.0,57.0,6.98,7.02,4.27
8398,1.2,Very Good,D,SI1,62.4,58.0,6.75,6.78,4.23
8399,0.71,Premium,F,SI2,59.6,59.0,5.79,5.75,3.44
8400,0.4,Good,D,VS2,61.2,62.0,4.7,4.75,2.89
8401,0.33,Premium,G,VS2,62.1,56.0,4.44,4.41,2.75
8402,0.41,Premium,E,SI1,62.4,58.0,4.77,4.75,2.97
8403,0.24,Very Good,F,VS1,63.0,58.0,3.92,3.95,2.48
8404,0.6,Very Good,I,VVS2,63.7,57.4,5.36,5.41,3.42
8405,0.34,Premium,F,VS2,62.6,58.0,4.46,4.49,2.8
8406,1.55,Very Good,G,SI1,59.8,59.0,7.45,7.47,4.46
8407,0.72,Ideal,F,VS2,61.8,59.0,5.71,5.74,3.54
8408,0.96,Fair,G,SI1,69.7,59.0,6.09,5.9,4.18
8409,1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14
8410,0.32,Ideal,G,VS1,62.1,55.0,4.4,4.42,2.74
8411,0.33,Ideal,I,SI1,62.0,53.5,4.46,4.5,2.78
8412,1.23,Ideal,G,VS1,61.8,57.0,6.89,6.86,4.25
8413,0.34,Very Good,E,SI1,60.3,57.0,4.53,4.56,2.74
8414,0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98
8415,1.03,Premium,F,SI2,61.4,57.0,6.6,6.53,4.03
8416,0.38,Premium,G,VS2,59.7,62.0,4.68,4.66,2.79
8417,0.78,Premium,F,VS1,61.5,58.0,5.93,5.98,3.66
8418,0.92,Very Good,F,SI1,63.8,56.0,6.12,6.17,3.92
8419,0.4,Ideal,F,IF,62.3,57.0,4.69,4.71,2.93
8420,0.53,Ideal,D,VS2,62.6,56.0,5.18,5.14,3.23
8421,0.73,Premium,F,VS2,62.3,60.0,5.77,5.73,3.58
8422,1.04,Ideal,G,VS2,62.5,57.0,6.45,6.54,4.06
8423,1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4
8424,0.56,Ideal,F,VS2,61.6,56.0,5.28,5.31,3.26
8425,1.18,Very Good,J,SI2,62.2,58.0,6.74,6.79,4.21
8426,0.8,Very Good,E,VVS2,62.8,57.0,5.93,5.95,3.73
8427,0.32,Ideal,G,VVS1,61.1,53.0,4.4,4.44,2.7
8428,0.62,Good,G,VS1,62.5,60.8,5.37,5.47,3.39
8429,0.85,Ideal,E,SI1,62.8,56.0,6.05,6.02,3.79
8430,0.71,Ideal,G,SI1,62.1,56.0,5.69,5.74,3.55
8431,0.5,Premium,E,VS2,61.4,58.0,5.07,5.12,3.13
8432,0.71,Very Good,D,I1,59.7,63.0,5.8,5.7,3.43
8433,0.36,Ideal,D,VS2,60.0,56.0,4.68,4.66,2.8
8434,0.31,Ideal,F,VVS2,60.2,55.0,4.43,4.45,2.67
8435,1.03,Ideal,E,VVS2,61.9,57.0,6.46,6.5,4.01
8436,0.33,Ideal,G,VVS2,60.1,57.0,4.48,4.51,2.7
8437,1.71,Good,E,SI1,64.0,53.0,7.68,7.54,4.87
8438,1.5,Good,G,VS2,59.0,58.0,7.41,7.45,4.38
8439,0.58,Premium,H,SI1,58.4,59.0,5.51,5.48,3.21
8440,0.33,Ideal,E,SI1,62.0,54.0,4.43,4.41,2.74
8441,0.69,Good,G,VS1,60.8,64.0,5.77,5.66,3.47
8442,0.42,Ideal,I,SI1,61.8,55.0,4.81,4.83,2.98
8443,1.26,Very Good,G,VVS1,60.2,59.0,6.98,7.07,4.23
8444,0.32,Ideal,F,VS2,62.2,55.0,4.37,4.35,2.71
8445,0.7,Ideal,H,VVS1,60.3,56.0,5.77,5.82,3.49
8446,0.35,Premium,H,SI1,61.0,62.0,4.56,4.52,2.77
8447,1.01,Very Good,E,VVS2,63.3,55.0,6.41,6.36,4.04
8448,1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56
8449,0.6,Very Good,I,VS2,60.6,60.0,5.46,5.49,3.32
8450,0.7,Good,E,VS2,64.1,59.0,5.64,5.59,3.6
8451,1.0,Premium,E,VVS2,62.7,60.0,6.32,6.34,3.97
8452,0.34,Ideal,D,SI1,60.1,57.0,4.52,4.56,2.73
8453,0.35,Premium,F,VS2,61.5,59.0,4.53,4.55,2.79
8454,0.33,Premium,E,VVS1,60.1,58.0,4.47,4.51,2.7
8455,1.08,Ideal,H,SI1,62.2,57.0,6.56,6.6,4.09
8456,0.7,Very Good,E,VS2,58.8,56.0,5.79,5.84,3.42
8457,0.7,Ideal,F,SI2,62.0,55.0,5.69,5.73,3.54
8458,0.3,Good,H,VVS2,63.1,60.0,4.24,4.28,2.69
8459,0.73,Ideal,E,VVS2,61.6,55.0,5.8,5.83,3.58
8460,0.38,Very Good,J,SI1,63.2,59.0,4.59,4.62,2.91
8461,0.3,Ideal,E,VS1,61.6,57.0,4.3,4.33,2.66
8462,0.3,Ideal,H,SI1,62.2,57.0,4.26,4.29,2.66
8463,0.7,Very Good,E,VVS1,62.5,56.0,5.63,5.7,3.54
8464,1.0,Premium,H,I1,61.3,60.0,6.43,6.39,3.93
8465,0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26
8466,1.0,Premium,D,SI1,61.5,60.0,6.38,6.34,3.91
8467,1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07
8468,0.5,Good,F,SI1,59.6,61.0,5.12,5.19,3.07
8469,1.77,Premium,I,VS2,62.3,58.0,7.74,7.68,4.8
8470,0.33,Premium,H,IF,62.0,58.0,4.39,4.42,2.73
8471,1.04,Ideal,I,SI2,62.4,57.0,6.48,6.46,4.04
8472,0.62,Premium,H,SI2,61.0,62.0,5.47,5.42,3.32
8473,0.31,Good,G,VS2,57.6,62.0,4.46,4.5,2.58
8474,0.3,Premium,F,SI2,62.2,58.0,4.33,4.22,2.66
8475,0.33,Premium,G,VS2,60.8,58.0,4.45,4.47,2.71
8476,0.3,Ideal,G,VS1,62.0,54.0,4.3,4.35,2.68
8477,1.14,Premium,F,SI1,60.4,58.0,6.82,6.79,4.11
8478,0.75,Good,D,SI2,57.6,56.0,5.98,6.07,3.47
8479,0.45,Very Good,G,VVS1,62.2,58.0,4.9,4.97,3.07
8480,1.01,Very Good,D,SI1,60.7,58.0,6.49,6.45,3.93
8481,0.78,Good,E,SI2,64.0,57.0,5.84,5.81,3.73
8482,0.32,Premium,E,VS2,60.5,58.0,4.44,4.48,2.7
8483,1.56,Ideal,H,SI1,62.4,53.7,7.43,7.48,4.65
8484,0.44,Premium,E,VS2,60.4,58.0,4.93,4.87,2.96
8485,0.36,Ideal,D,VS2,61.0,56.0,4.63,4.59,2.81
8486,1.12,Ideal,D,SI1,61.2,58.0,6.65,6.68,4.08
8487,0.75,Very Good,E,VVS1,62.3,57.0,5.73,5.83,3.6
8488,1.1,Ideal,F,VS1,61.5,55.0,6.69,6.64,4.1
8489,0.7,Ideal,I,SI1,60.4,57.0,5.75,5.79,3.49
8490,0.54,Ideal,F,SI2,61.1,56.0,5.26,5.22,3.2
8491,1.01,Premium,E,SI1,61.7,56.0,6.44,6.39,3.96
8492,0.6,Premium,D,VS2,60.9,61.0,5.43,5.4,3.3
8493,0.31,Ideal,G,VVS2,61.7,54.0,4.34,4.38,2.69
8494,0.74,Ideal,I,VS1,61.1,57.0,5.83,5.86,3.57
8495,1.2,Very Good,H,SI1,62.1,58.0,6.72,6.77,4.19
8496,2.09,Ideal,I,SI2,61.2,57.0,8.19,8.27,5.04
8497,0.41,Ideal,D,SI1,61.8,58.0,4.73,4.79,2.94
8498,2.18,Very Good,I,SI2,63.3,58.0,8.22,8.18,5.19
8499,1.02,Very Good,H,SI2,58.3,61.0,6.57,6.63,3.85
8500,2.24,Ideal,H,SI2,61.4,56.0,8.38,8.43,5.16
8501,0.3,Ideal,G,IF,62.3,56.0,4.29,4.32,2.68
8502,0.54,Premium,J,VVS2,58.2,62.0,5.37,5.31,3.11
8503,0.53,Ideal,D,VS2,62.2,56.0,5.17,5.18,3.22
8504,0.36,Premium,F,VVS2,62.7,58.0,4.51,4.55,2.84
8505,0.28,Very Good,H,VS1,61.9,56.0,4.22,4.24,2.61
8506,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07
8507,0.51,Good,D,VS2,63.7,57.0,5.05,5.0,3.2
8508,1.55,Premium,H,SI2,58.0,60.0,7.61,7.58,4.41
8509,1.52,Premium,I,VS1,61.1,58.0,7.44,7.38,4.53
8510,1.07,Very Good,G,VS1,62.8,58.0,6.48,6.52,4.08
8511,1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55
8512,0.4,Ideal,D,SI1,61.3,56.0,4.75,4.78,2.92
8513,1.5,Very Good,H,SI2,62.0,63.0,7.28,7.24,4.5
8514,2.28,Premium,H,SI1,59.3,58.0,8.6,8.56,5.09
8515,0.38,Premium,I,VS1,59.9,60.0,4.66,4.72,2.81
8516,0.3,Very Good,I,VS2,60.5,55.0,4.34,4.37,2.63
8517,1.5,Premium,E,I1,61.5,58.0,7.38,7.2,4.5
8518,1.52,Ideal,G,SI2,61.3,57.0,7.39,7.36,4.52
8519,0.56,Ideal,G,VS1,60.6,56.0,5.36,5.33,3.24
8520,0.91,Premium,D,SI2,62.4,56.0,6.2,6.17,3.86
8521,0.3,Premium,F,VVS2,61.4,59.0,4.31,4.36,2.66
8522,1.05,Very Good,H,VS1,63.3,57.0,6.45,6.4,4.07
8523,1.04,Premium,I,VS1,61.4,57.0,6.52,6.47,3.99
8524,1.12,Good,F,VVS2,57.9,57.0,6.86,6.83,3.96
8525,0.9,Premium,H,VS2,61.3,59.0,6.19,6.24,3.81
8526,0.5,Ideal,G,VVS1,62.2,55.0,5.09,5.11,3.17
8527,0.32,Very Good,H,SI1,63.5,57.0,4.39,4.34,2.77
8528,0.31,Premium,I,SI1,60.1,59.0,4.38,4.41,2.64
8529,0.41,Good,D,VS2,63.8,55.0,4.7,4.73,3.01
8530,0.81,Ideal,I,VS2,61.8,56.0,6.02,5.99,3.71
8531,0.61,Good,E,I1,63.4,57.1,5.37,5.43,3.42
8532,1.52,Premium,E,VS1,62.4,55.0,7.41,7.33,4.6
8533,1.5,Premium,E,SI1,61.4,59.0,7.41,7.24,4.5
8534,1.0,Premium,E,VS2,60.0,60.0,6.43,6.43,3.89
8535,0.24,Very Good,E,VVS1,63.4,57.0,3.91,3.95,2.49
8536,1.63,Very Good,F,SI1,59.7,62.0,7.65,7.73,4.59
8537,0.72,Ideal,I,VS1,62.5,55.0,5.74,5.78,3.6
8538,0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11
8539,0.75,Very Good,F,VS1,60.9,59.0,5.83,5.87,3.56
8540,0.52,Ideal,G,VS1,61.4,56.0,5.18,5.21,3.19
8541,0.56,Ideal,E,VS1,60.0,55.0,5.43,5.4,3.25
8542,0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68
8543,0.36,Ideal,E,VS2,61.5,56.2,4.56,4.6,2.82
8544,1.51,Good,D,SI1,64.1,62.0,7.21,7.15,4.6
8545,2.05,Premium,J,VS1,62.5,60.0,8.14,8.09,5.07
8546,1.02,Very Good,H,SI2,60.9,58.0,6.41,6.53,3.94
8547,0.41,Ideal,E,VS2,62.1,56.0,4.76,4.74,2.95
8548,0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7
8549,0.42,Ideal,G,VVS2,62.3,53.0,4.83,4.86,3.02
8550,0.31,Very Good,I,VS1,63.5,57.0,4.28,4.26,2.71
8551,0.4,Premium,I,VS1,62.9,59.0,4.73,4.68,2.96
8552,0.31,Ideal,G,IF,61.2,56.0,4.36,4.4,2.68
8553,0.71,Good,E,VS2,62.8,60.0,5.6,5.65,3.53
8554,0.52,Very Good,E,VS2,62.8,58.0,5.11,5.14,3.22
8555,1.58,Ideal,F,SI1,60.3,56.0,7.56,7.62,4.58
8556,2.51,Fair,H,SI2,64.7,57.0,8.44,8.5,5.48
8557,0.71,Very Good,E,SI1,62.0,55.0,5.72,5.76,3.56
8558,0.32,Very Good,G,VS1,61.2,62.0,4.41,4.45,2.71
8559,1.0,Premium,H,SI1,62.7,58.0,6.41,6.32,3.99
8560,0.28,Very Good,E,VS2,63.7,58.0,4.12,4.14,2.63
8561,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71
8562,0.42,Very Good,F,SI1,63.4,56.0,4.78,4.75,3.02
8563,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78
8564,0.53,Premium,G,VS1,60.1,58.0,5.32,5.27,3.18
8565,0.31,Very Good,G,VVS1,61.9,55.0,4.36,4.4,2.71
8566,1.13,Ideal,I,SI2,62.0,55.0,6.68,6.7,4.15
8567,0.32,Premium,E,VS2,61.0,59.0,4.45,4.44,2.71
8568,1.01,Premium,E,SI1,58.2,59.0,6.59,6.54,3.82
8569,0.7,Very Good,J,SI1,61.7,57.0,5.65,5.69,3.5
8570,0.77,Very Good,H,VS1,62.8,58.0,5.75,5.78,3.62
8571,0.51,Good,D,VS2,63.7,57.0,5.0,5.05,3.2
8572,0.87,Ideal,F,SI2,62.2,56.0,6.03,6.13,3.78
8573,1.11,Premium,G,VS2,60.8,58.0,6.7,6.65,4.06
8574,0.52,Very Good,D,SI2,61.7,56.0,5.14,5.17,3.18
8575,1.13,Premium,E,SI2,60.4,59.0,6.7,6.75,4.06
8576,0.54,Ideal,G,VVS1,62.2,56.0,5.22,5.2,3.24
8577,0.52,Ideal,G,SI1,61.7,56.0,5.18,5.22,3.21
8578,0.31,Ideal,E,VS2,62.8,57.0,4.37,4.33,2.73
8579,0.4,Premium,F,VVS1,60.8,59.0,4.76,4.74,2.89
8580,0.54,Ideal,D,VS2,60.0,56.0,5.39,5.28,3.2
8581,0.3,Ideal,E,VVS2,61.4,55.0,4.32,4.34,2.66
8582,0.38,Very Good,D,VVS2,60.0,62.0,4.7,4.73,2.83
8583,1.56,Ideal,G,VS2,62.3,53.0,7.41,7.49,4.64
8584,0.32,Ideal,E,VVS1,60.9,56.0,4.41,4.43,2.69
8585,0.5,Very Good,D,VS2,63.4,57.0,5.05,5.08,3.21
8586,1.06,Ideal,G,VS2,62.2,56.0,6.51,6.54,4.06
8587,1.35,Very Good,I,SI1,59.5,58.0,7.28,7.17,4.3
8588,0.5,Very Good,F,VS2,62.8,57.0,5.05,5.08,3.18
8589,0.38,Ideal,E,SI1,62.3,53.0,4.65,4.69,2.91
8590,0.37,Ideal,G,IF,62.4,56.0,4.6,4.64,2.88
8591,0.56,Ideal,I,VVS1,62.0,56.0,5.26,5.29,3.27
8592,1.16,Premium,G,VS1,61.9,58.0,6.72,6.76,4.17
8593,0.96,Premium,I,VS2,60.6,60.0,6.47,6.4,3.9
8594,1.01,Premium,F,VS2,62.5,58.0,6.43,6.4,4.01
8595,1.31,Premium,J,VS2,60.7,58.0,7.1,7.07,4.3
8596,1.06,Premium,I,SI2,61.5,58.0,6.59,6.55,4.04
8597,1.55,Fair,F,SI1,59.7,66.0,7.59,7.47,4.49
8598,1.59,Premium,H,VVS2,63.0,58.0,7.48,7.43,4.7
8599,0.4,Premium,G,VVS2,62.0,58.0,4.74,4.68,2.92
8600,0.9,Very Good,G,VVS1,63.3,58.0,6.05,6.14,3.86
8601,0.31,Fair,F,SI1,64.7,56.0,4.28,4.25,2.76
8602,1.05,Ideal,J,SI2,61.6,57.0,6.55,6.51,4.02
8603,0.51,Ideal,H,IF,59.6,59.0,5.2,5.24,3.11
8604,1.58,Very Good,J,SI1,61.6,57.0,7.47,7.54,4.62
8605,0.56,Ideal,D,VS2,61.0,57.0,5.35,5.28,3.24
8606,1.37,Ideal,I,VS2,61.5,56.0,7.14,7.11,4.38
8607,1.01,Ideal,H,VS2,62.7,56.0,6.4,6.35,4.0
8608,1.91,Premium,G,SI2,61.9,58.0,7.9,7.84,4.87
8609,0.4,Ideal,G,IF,62.0,57.0,4.73,4.75,2.94
8610,0.41,Ideal,D,SI1,63.0,57.0,4.7,4.64,2.94
8611,1.5,Premium,G,VS1,62.7,58.0,7.25,7.3,4.56
8612,0.9,Very Good,F,SI2,62.8,54.0,6.05,6.15,3.83
8613,1.0,Good,H,SI1,61.0,61.0,6.36,6.42,3.9
8614,0.28,Ideal,F,VVS2,62.6,54.0,4.21,4.22,2.64
8615,2.0,Good,G,SI1,64.2,59.0,7.84,7.93,5.06
8616,0.32,Ideal,F,VS2,62.5,56.0,4.37,4.43,2.75
8617,0.52,Premium,E,VS2,62.8,55.0,5.15,5.11,3.22
8618,0.7,Very Good,D,VS1,59.3,55.0,5.86,5.83,3.47
8619,0.55,Ideal,E,SI1,61.7,57.0,5.27,5.23,3.24
8620,0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85
8621,1.7,Premium,I,VS2,62.0,59.0,7.6,7.55,4.7
8622,1.24,Ideal,J,VS2,62.1,56.0,6.86,6.9,4.27
8623,1.62,Premium,H,SI1,61.3,60.0,7.48,7.53,4.6
8624,0.33,Very Good,E,VS1,61.6,56.0,4.43,4.46,2.74
8625,0.51,Ideal,G,VVS2,60.1,56.0,5.22,5.24,3.14
8626,1.16,Fair,H,SI1,65.8,58.0,6.54,6.46,4.28
8627,0.55,Premium,G,VS1,62.0,57.0,5.3,5.25,3.27
8628,0.9,Very Good,H,VS2,61.6,63.0,6.14,6.1,3.77
8629,1.09,Ideal,E,SI2,61.7,58.0,6.58,6.62,4.07
8630,0.34,Ideal,H,VS2,61.5,56.0,4.47,4.5,2.76
8631,0.5,Ideal,D,SI2,61.6,57.0,5.13,5.1,3.15
8632,0.79,Premium,E,SI2,61.0,58.0,5.96,5.9,3.62
8633,0.7,Very Good,F,VS2,62.9,58.0,5.63,5.65,3.55
8634,0.37,Ideal,E,VVS2,61.8,54.0,4.63,4.6,2.85
8635,0.3,Ideal,F,IF,62.4,54.0,4.33,4.36,2.71
8636,0.32,Ideal,E,VS2,60.9,56.0,4.45,4.48,2.72
8637,1.01,Premium,G,SI1,62.3,59.0,6.37,6.34,3.96
8638,0.28,Very Good,F,VS1,61.0,59.0,4.18,4.24,2.57
8639,1.02,Premium,E,SI2,58.7,58.0,6.68,6.61,3.9
8640,0.46,Premium,F,VS1,60.5,58.0,5.02,4.97,3.02
8641,0.41,Premium,F,VS1,60.8,58.0,4.82,4.76,2.91
8642,0.3,Very Good,D,SI1,62.2,58.0,4.28,4.31,2.67
8643,0.31,Ideal,H,IF,60.0,57.0,4.41,4.39,2.64
8644,1.5,Good,F,VS2,63.6,59.0,7.13,7.22,4.56
8645,1.22,Fair,I,SI1,66.2,60.0,6.61,6.56,4.36
8646,0.74,Ideal,G,VS1,61.2,56.0,5.83,5.86,3.58
8647,0.42,Good,G,VVS1,63.6,55.0,4.75,4.78,3.03
8648,1.05,Ideal,I,VS2,62.2,55.8,6.49,6.52,4.04
8649,0.28,Ideal,D,VS2,62.4,57.0,4.16,4.2,2.61
8650,0.9,Very Good,D,SI1,60.9,57.0,6.22,6.26,3.8
8651,0.31,Very Good,F,SI1,63.2,56.0,4.31,4.27,2.71
8652,1.53,Premium,H,VS2,59.9,60.0,7.5,7.46,4.48
8653,1.51,Very Good,H,VS2,63.0,57.0,7.25,7.3,4.58
8654,0.5,Good,J,SI1,59.6,60.0,5.15,5.18,3.08
8655,0.52,Ideal,D,VS2,62.2,56.0,5.16,5.13,3.2
8656,1.01,Good,D,SI1,63.9,60.0,6.29,6.32,4.03
8657,0.7,Ideal,J,SI1,60.3,57.0,5.75,5.79,3.48
8658,0.3,Premium,E,VS1,60.6,62.0,4.3,4.28,2.6
8659,1.01,Good,G,SI1,63.1,55.0,6.31,6.33,3.99
8660,0.6,Ideal,G,VS1,61.2,56.0,5.43,5.47,3.33
8661,1.55,Premium,D,VS1,59.7,60.0,7.62,7.56,4.53
8662,0.41,Premium,G,VS1,60.5,58.0,4.76,4.8,2.89
8663,0.56,Ideal,D,VS2,60.6,56.0,5.33,5.37,3.24
8664,1.03,Very Good,H,SI1,58.6,61.0,6.6,6.64,3.88
8665,0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97
8666,1.21,Ideal,H,VVS1,62.8,55.0,6.78,6.82,4.27
8667,0.71,Premium,F,VS1,59.0,60.0,5.82,5.8,3.43
8668,0.32,Ideal,D,VS2,62.3,57.0,4.39,4.41,2.74
8669,1.11,Premium,D,VS2,59.5,60.0,6.77,6.7,4.01
8670,0.99,Premium,F,SI2,60.6,61.0,6.45,6.38,3.89
8671,0.3,Premium,E,VS2,60.0,60.0,4.36,4.4,2.63
8672,0.5,Premium,D,SI1,59.1,61.0,5.18,5.07,3.03
8673,1.02,Very Good,J,SI2,61.1,61.0,6.44,6.5,3.95
8674,1.22,Premium,E,SI1,62.6,58.0,6.78,6.8,4.25
8675,0.3,Very Good,D,SI1,62.6,59.0,4.24,4.26,2.66
8676,0.5,Very Good,J,SI1,62.8,58.0,5.05,5.08,3.18
8677,1.01,Premium,F,SI2,62.8,57.0,6.31,6.24,3.94
8678,0.52,Ideal,F,VS1,62.2,55.0,5.14,5.18,3.21
8679,0.35,Very Good,D,VS2,62.6,56.0,4.48,4.5,2.81
8680,1.18,Very Good,D,SI1,61.7,57.0,6.8,6.84,4.21
8681,0.43,Premium,G,VS2,62.9,59.0,4.83,4.78,3.02
8682,1.65,Ideal,G,IF,62.4,55.0,7.53,7.61,4.72
8683,1.14,Ideal,F,VS2,61.9,57.0,6.67,6.7,4.13
8684,1.2,Premium,D,SI2,62.6,57.0,6.84,6.74,4.25
8685,0.24,Very Good,F,VVS1,62.3,56.0,3.97,4.01,2.49
8686,0.44,Very Good,D,SI1,62.9,58.0,4.82,4.85,3.04
8687,0.5,Good,G,VS2,57.9,61.0,5.2,5.23,3.02
8688,0.51,Ideal,E,VS2,62.4,57.0,5.1,5.13,3.19
8689,0.35,Ideal,F,VVS2,61.9,54.0,4.55,4.59,2.83
8690,0.4,Good,J,VS1,63.5,56.0,4.69,4.7,2.98
8691,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59
8692,0.43,Premium,F,VS2,59.8,58.0,4.89,4.94,2.94
8693,0.7,Good,F,VS2,63.8,60.0,5.61,5.52,3.55
8694,0.79,Ideal,E,VS2,61.8,56.0,5.91,5.94,3.66
8695,0.66,Premium,F,SI1,60.6,58.0,5.69,5.63,3.43
8696,1.23,Ideal,G,VS1,62.0,56.0,6.92,6.86,4.27
8697,0.41,Ideal,E,VVS2,61.5,55.0,4.79,4.83,2.96
8698,0.32,Very Good,E,VS2,61.3,57.0,4.38,4.41,2.69
8699,0.32,Ideal,J,VS1,61.3,57.0,4.43,4.41,2.71
8700,0.7,Ideal,G,VVS1,61.6,57.0,5.69,5.73,3.52
8701,0.8,Very Good,F,VVS2,62.7,58.0,5.88,5.92,3.7
8702,0.59,Ideal,H,SI2,61.9,55.0,5.37,5.39,3.33
8703,0.9,Premium,H,SI1,61.0,59.0,6.16,6.11,3.74
